fecha	coleccion	referencia	estado	motivo	paginas	titulo	contexto
26/04/1932	gazeta	BOE-A-1932-3204	NO_VERIFICADO	no aparece la palabra Colinas en el texto	3	Orden disponiendo que dentro del plazo de quince días se verifiquen las elecciones para la designación de los Vocales que han de integrar el Jurado mixto de Trabajo rural, de Zamora.	
19/04/1933	gazeta	BOE-A-1933-3449	VERIFICADO	frase completa en el texto	17	Órdenes declarando beneficiarios del Régimen de subsidio a familias numerosas a los señores que se mencionan.	no. Antonio Prieto Fuentes.—Vihuela de Sayago. Francisco Gato Alonso.—Villalazan, C. Vista Hermosa, 11. Emilio Murcia Martin.—Villalazan, G. Union, 6. Pedro Giron Fuentes.—Morales del Vino., C. La Ermita. Andres Bermejo Forreras.—Colinas de Trasmonte, C. Quiruelas, 6. Blas Veledo Lopez.—Villaverde de Valverde, C. Valdevides. Matias Perez Arenales.—Vihuela de Sayago. Urbano Mayo Prada.—Benavente, C. Obispo Requena. Francisco Lopez Garrido.—Fermose- lle, C. Republica, 72. Seraf
18/07/1933	gazeta	BOE-A-1933-6185	VERIFICADO	frase completa en el texto	2	Orden disponiendo que la provincia de Zamora se divida, a los efectos del servicio recaudatorio, en las zonas que se indican.	de la Polvorosa, Arra- balde, Ayoo de Vidriales, Barcial del iBarco, Benavente, Bercianos de Vi­ driales, Breto, Bretocino, Brime de Sog, Brime de Urz, Burganes de Val­ verde, Calzadilla de Tera, Camarzana de Tera, Castrogonzalo, Colinas de Trasmonte, Coomonte, Cubo de Bena­ vente, Cunquilla de Vidriales, Fresno de la Polvorosa, Fuente Encalada, Fuentes de Ropel, Granucillo, Maire de Casiroponce, Manganeses de la Polvorosa, Malilla de Arzon, Melgar ¡de Tera, Micereces de Tera
02/08/1933	gazeta	BOE-A-1933-42708	VERIFICADO	frase completa en el texto	3	Dirección general del Tesoro público.- Anunciando la provisión por concurso del cargo de Recaudador de la Hacienda en las zonas de los puntos que se indican.	ks, © arcM del Baria, ©enavenie, ©ercionos fie Vidrialefi, Breto, Bretocino, Brime de aog, Brl- me de Urz, Burganes de Vaiverde, Ud- 812 2 Agosto 1933 Gaceta de Madrid. —Num. 214 zadilla de Tera, Camarzana de Tera, Casirogonzalo, Colinas de Trasmonte, Coomonte, Cubo de Benavente, Cim- quiila de Vidriales, Fresno de la Pol­ vorosa, Fuentenealada, Fuentes de Ro- pel, Granucillo, Maire de4 Castropon- ce, Manganeses de la Polvorosa, Ma­ lilla de Arzon, Melgar de Tera, Mi- cereces
24/11/1933	gazeta	BOE-A-1933-9889	VERIFICADO	frase completa en el texto	2	Órdenes relativas a la clasificación de los partidos farmacéuticos que se mencionan.	ado por ios Municipios de Man- ¡ganesco de la Polvorosa, Villabrazaro y Morales del Rey, al que se asigna un J Inspector Faimaceutico de tercera ca­ tegoria, por tener 3,133 habitantes y Otro constituido por los Ayuntamientos sde Colinas de Trasmonte, Quinielas de [Vidriales, Briine de Urz y Vulanazar, jal que corresponde un Inspector Far­ maceutico de tercera categoria, por poseer 2.565 habitantes,, segun el censo ¡en vigor. En virtud de lo expuesto, los Ayun- ' .tomentos in
11/08/1934	gazeta	BOE-A-1934-42618	NO_VERIFICADO	no aparece la palabra Colinas en el texto	6	Dirección general de Primera enseñanza.- Propuesta provisional de nombramientos para Escuelas nacionales que fueron anunciadas a concurso general de traslado, y que han correspondido en primer lugar a Maestros y Maestras que solicitaron las de una sola provincia.	
04/09/1935	gazeta	BOE-A-1935-43382	VERIFICADO	frase completa en el texto	32	Dirección general de Primera enseñanza.- Relación de Escuelas vacantes.	tao; Sestao; Seccion parvulos Esparza; 17.755. Provincia de Zamora. Numero general, 1.490; provincial, 1; localidad, Boveda de Toro; Ayun­ tamiento, Boveda de Toro; cla^e de Escuela, unitaria; censo, 1.815 habi­ tantes. 1.491; 2; Colinas de Trasmonte; Colinas de Trasmonte; unitaria; 552. 1.492; 3; Zamora; Zamora; Cervan­ tes, parvulos; 20.507. Provincia de Zaragoza. Numero general, 1.493; provincial, 1; localidad, Aguilon; Ayuntamiento, Aguilon; clase de Escuela, parvulos; ce ||| arvulos Esparza; 17.755. Provincia de Zamora. Numero general, 1.490; provincial, 1; localidad, Boveda de Toro; Ayun­ tamiento, Boveda de Toro; cla^e de Escuela, unitaria; censo, 1.815 habi­ tantes. 1.491; 2; Colinas de Trasmonte; Colinas de Trasmonte; unitaria; 552. 1.492; 3; Zamora; Zamora; Cervan­ tes, parvulos; 20.507. Provincia de Zaragoza. Numero general, 1.493; provincial, 1; localidad, Aguilon; Ayuntamiento, Aguilon; clase de Escuela, parvulos; censo, 1.163 habitantes.
26/11/1935	gazeta	BOE-A-1935-44223	VERIFICADO	frase completa en el texto	25	Dirección general de Primera enseñanza.- Disponiendo se publiquen las relaciones de adjudicación provisional de Escuelas vacantes a los Maestros y Maestras que se indican.	s, nume­ ro 8.484; 54,07.—San Martin de Grafa- nes (Oviedo), la 957-30, Sotrondio, San Martin del Rey Aurelio, mixta. A dona Angela Ovelleiro Rodriguez, 3.833; 54,04.—Puebla de Sanabria, Pue­ bla de Sanabria (Zamora), la 1.491-2, Colinas de Trasmonte, Colinas de Tras­ monte, unitaria. A dona Domitila Piquera Gonzalez, 4.385; 54,04.—Santa Barbara, San Mar­ tin (Oviedo), la 947-20, Molleda, Corbe- ra, unitaria. A dona Maria Estrella Gomez Nava- rrete, 8.011; 54,04. —Albalate de ||| 07.—San Martin de Grafa- nes (Oviedo), la 957-30, Sotrondio, San Martin del Rey Aurelio, mixta. A dona Angela Ovelleiro Rodriguez, 3.833; 54,04.—Puebla de Sanabria, Pue­ bla de Sanabria (Zamora), la 1.491-2, Colinas de Trasmonte, Colinas de Tras­ monte, unitaria. A dona Domitila Piquera Gonzalez, 4.385; 54,04.—Santa Barbara, San Mar­ tin (Oviedo), la 947-20, Molleda, Corbe- ra, unitaria. A dona Maria Estrella Gomez Nava- rrete, 8.011; 54,04. —Albalate del Ar­ zobispo, Albalate
02/01/1941	gazeta	BOE-A-1941-24	VERIFICADO	frase completa en el texto	2	Órdenes por las que se aprueba la constitución de agrupaciones intermunicipales al solo efecto de tener un Secretario común, en concepto de convenientes, de las provincias de Alava y Zamora.	Losacio y Losacino. Cerezal de Aliste y Videmala. Moreruela de Tabara y Pozuelo de Tabara Partido Judicial de Benavente Micereces de Tera y Santibanez de Tera. N u m . 2 B O L E T I N O F I C I A L DEL E S T A D O P a g i n a 25 Colinas de Trasmonte y Quiruelas de Vidriales. Arcos de la Polvorosa y Milles de la Polvorosa. Bretocino y Burganes de Valverde. Santa Maria de la Vega y Villafe- rruena. . Pobladura del Valle y Torre del Valle. Broto de la Rivera y Santovenia del Es
04/09/1941	gazeta	BOE-A-1941-8709	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	12	Transcribiendo las vacantes que se han de proveer en el Concurso general de traslados del Magisterio.	. . . . Cividiello .............................. Clavillas ...................... .... Coalla ......................................... C ob a ............................................... Coba (La) ........................... Colinas .................................... Colinas de Arriba. Colambres ............. Una (1) ..................... Una (1) ........................ Una (1) ....................... Una (1) ....................... Una (1) .............. ||| .... Clavillas ...................... .... Coalla ......................................... C ob a ............................................... Coba (La) ........................... Colinas .................................... Colinas de Arriba. Colambres ............. Una (1) ..................... Una (1) ........................ Una (1) ....................... Una (1) ....................... Una (1) ....................... Una (1) ...................... Una
04/10/1944	gazeta	BOE-A-1944-9055	DUDOSO	aparece Colinas, pero no consta que sea el nuestro	3	Dirección General de Correos y Telecomunicación (Correos).- Transcribiendo relación de los Agentes rurales declarados aptos y propuestos para serles concedida la propiedad en el cargo que interinamente desempeñan.	lodoaldo Carbajo Ve lasco ......... •Gregorio Fidalgo M*edina .......... Venancio Pedrero Colino ............. Antonio Becares Escudero ............ Lorenzo Huertas Fernandez ....... Argeo Gomez Cuerdo ................... Domingo Colinas Santiago ..... .... Manuel Bartulos Iglesias ............. Olimpio ASensio Vosa .................... Desiderio Gallego Blanco .'........... CARGOS C. R. Calabor. O. R. Carbajales de la Encomienda. C. P. Castrogonzalo. C R. Castro
02/04/1945	gazeta	BOE-A-1945-3382	VERIFICADO	frase completa en el texto	40	Orden por la que se aprueba la demarcación de los Juzgados Municipales, Comarcales y de Paz.	e la Vega, Santovenia, La Torre del Valle, Villabrazaro, Vi- llanueva de Azuague y Villaveza del Agua. Santibanez de Tera.—Juzgados de Paz que comprende: Bretocino, Burganes de Valvcrde, I Calzadilla de Tera, Camarzana de | Tera, Colinas de Trasmonte, Melgar de Tera, Micereces de "Pera, Otero de Bodas, Pueblica de Val verde, Santa C royade Tera, Sitrama de Tera, Vega de ITera v Villanazar. Santlbafiez de Vidriales.—Juigados de Paz que comprende: Alcubilla de Nogales, Arrabal
22/07/1947	gazeta	BOE-A-1947-7251	VERIFICADO	frase completa en el texto	9	Orden de 2 de julio de 1947 por la que se transcribe relación de los aspirantes a aprendices, con expresión de la residencia, que con motivo de la convocatoria publicada en el "Boletín Oficial del Ministerio del Aire", número 50, de 1 de mayo del corriente año, han sido seleccionadas sus instancias para ser reconocidos y examinados en el mes de julio y agosto próximo en fecha que oportunamente se les comunicará.	Marcos Andres Tem prano, ¡Manganesos de la Lam prea- na (Zamora). 53. Rafael Andro Alegre, Leon. 54. Gines Andreu Nunez, Villardeciervos (VHlardevos), (Orense). 58. Julian Antolinez Vals, Valladolid. 65. Florentino Arce Esteban, Colinas de Trasm onte (Za­ mora). 66. Jose Arguello Fernandez, ¡Melgar de Abajo (Valladolid). 67. C esar Arias Frutos, Leon. 70. Jesus Arino Bouza, Lugo. 77. M iguel Armendariz Abril, Leon. 84. Aristides Astorga Crespo, Alija de los Melones (Leon),, 8
01/07/1949	gazeta	BOE-A-1949-6739	NO_VERIFICADO	no aparece la palabra Colinas en el texto	1	Dirección General de Administración Local.- Disponiendo la publicación del Escalafón de Secretarios de segunda categoría, totalizado al 31 de diciembre de 1947.- Suplemento al número 182. Fascículo único, páginas 1 a 56.	
22/04/1950	gazeta	BOE-A-1950-4700	VERIFICADO	frase completa en el texto	8	Dirección General de Administración Local.- Convocando concurso para la provisión en propiedad de las plazas vacantes de Secretarios de Administración Local de tercera categoría.	Pino ....................................... 6.000 Pozoantiguo y Aver^mes................... 7.500 Pueblica de Valverde.......................... 6.000 Quintayilla del M onte...................... 6.000 Qiliruelas de Vidriales y Colinas de Trasmonte ................................. 9.000 San Ciprian de Sanabria :..... 6.000 San Pedro de Zamudios, Morales de Valveme y Villarejcs de Valverde. 7.500 San Roman del Valle y Villabrazaro 6.000 Santa Clara ^.e Avedillo.............
16/09/1950	gazeta	BOE-A-1950-10049	VERIFICADO	frase completa en el texto	10	Dirección General de Administración Local.- Resolviendo el concurso convocado por Orden de 17 de abril de 1950 (BOLETÍN OFICIAL DEL ESTADO DEL 22) para la provisión, en propiedad, de las plazas vacantes de Secretarios de Administración Local de tercera categoría y designando provisionalmente a los señores que se relacionan para las plazas que se indican.	.................................... Fozoantiguo n A,*ezan/** .............................. Pueblica de Valverde ................................... Quintanilla a i Monte ................................. Quiniela de Vidriales y Colinas de Tras­ monte ............................................................ San Ciprian de Sanabria ........................... San Pedro de Zamudios. Morales de Val- verde y Villarejos de Valverde.............. - San Roman del Valle y Villabra
17/11/1950	gazeta	BOE-A-1950-12070	VERIFICADO	frase completa en el texto	7	Dirección General de Administración Local.- Resolviendo el concurso convocado por orden de 17 de abril de 1950 (BOLETIN OFICIAL DEL ESTADO del 22) para la provisión en propiedad, de las plazas vacantes de Secretarios de Administración Local de tercera categoría, y designando definitivamente a los señores que se relacionan para las plazas que se indican.	..... P. Juan Seisdedos Hernandez. Pino ........i.................................................. P. Marcelino Pertejo Se sena. Pozoantiguo y Avezanes ........................ P. Silvino Crespo Valverde. Quiruela de Vidriales y Colinas de Tras­ monte ....................................................... P Felipe Barrios Lobat San Ciprian de Sanabria ....................... D- Ramiro Sastre Sutil. Tabara ....................................................... P- Victoriano .
29/12/1953	gazeta	BOE-A-1953-16642	VERIFICADO	frase completa en el texto	5	Dirección General de Administración Local.- Convocando concurso para la provisión en propiedad de las plazas vacantes de Secretarios de Administración Local de tercera categoría.	.00o Otero de Bodas ....... 10.009 Peleas de Arriba y Fuentelcarnero. 10,000 Perdigon (El) y Entrala ..... 12.009 Pino de Oro .......... 0.000 Porto ........... .10.000 Puebla *de Sanabria ........ 11.000 Quinielas de Vidriales y Colinas de Trasmonte 12.000 Rabano de Al-ste .............. 12.00o Rosinos de la Requejada ......... 12.000 San Ciprian ......... 9.0O0 San Pedro de Ceque y BrimedeSoj 12.-0.QO San Pedro de la Vina y Villajeriz. 10.000 Banta Eufemia del Barco .......
10/06/1954	gazeta	BOE-A-1954-9080	NO_VERIFICADO	no aparece la palabra Colinas en el texto	6	Dirección General de Administración Local.- Resolviendo el concurso convocado por Orden de 21 de diciembre de 1953 (BOLETIN OFICIAL DEL ESTADO del 29), para proveer en propiedad plazas vacantes de Secretarios de Administración Local de tercera categoría y designando provisionalmente a los señores que se relacionan para las plazas que se indican.	
07/08/1954	gazeta	BOE-A-1954-12225	VERIFICADO	frase completa en el texto	4	Dirección General de Administración Local.- Aprobando la clasificación de Secretarías, Intervenciones y Depositarias de la provincia de Zamora.	A) ........................................... Cibanal ............................ .............. , Cional ............ ,........................... ........ Cobreros ................................... Codesal, Boya, Cional (A) Colinas de Trasmonte ....................... Coomonte ........................ .................... Coreses .................. ................ . Corrales......... ....................................... Cotsnes del Monte ....................... Cubi ||| Puebla de San abria ........................... Pueblica de Valverde ....................... Qulntaniila del Monte .................... ©uintanWa del Olmo ...... Quintanilla de Urz ....................... Quirue1as de Vidriales. Colinas de Trasmonte (A) .............. ............. pob^nalps ........................................... Rabano de Aliste ............................. Renneio. Terroso (A) ..................... Revoiiinos. San Agustin del Pozo, Vidavanes (A) ....
21/08/1954	gazeta	BOE-A-1954-12900	VERIFICADO_OCR	frase presente, OCR degradado	8	Dirección General de Administración Local.- Resolviendo el concurso convocado por Orden de 21 de diciembre de 1953 (BOLETIN OFICIAL DEL ESTADO del 29) para proveer en propiedad plazas vacantes de Secretarios de Adminstración Local de tercera categoria, y designando, definitivamente, a los señores que se relacionan para las plazas que se indican.	777 D Eustaquio Genicio Rodriguez. Peleas de Arriba y Fuenteicarnero G Aureliano Ramos Garcia Perdigon. El. y Entrala ...... ...... G Crescendo Garcia Gonzalez. Puebla de Sanabria D Jose Rodriguez Carbajo Quiruelas de Vidriales y Colinas de ~ T . 0 ^ , Trasmonte D Luis Sabucedo Penedo. Rabano de Aliste".. '...'" .” ; . ” ! "i 5 J,os¿l ^T andez Caneda. Ricinos de la Requejada ... 5 Justo P Morales Diaz. gan Ciprian . ... Jose Rivas Correa San Pedro de Ceque y Brim
07/10/1955	gazeta	BOE-A-1955-13801	VERIFICADO	frase completa en el texto	16	Dirección General de Sanidad. -Anunciando concurso de antigüedad o de prelación en el Escalafón del Cuerpo de Practicantes titulares.	Zamora. Alfaraz de Sayago y agregados. Alcanices y agregados. Alcubilla de Nogales. Almeida. Arravalde. Berver de los Montes. Camarzana de Tera y agregados. Castrogonzalo y agregado. Castronuevo y agregado. Cobreros y agregados. Colinas de Trasmonte y agregados. Coomonte y agregado. Coreses. Espadanedo y agregados. Faramontanos de Tabara y agregado. Fariza. Ferreruela de Tabara y agregado. Ferreras de Abajo. Figueruela de Arriba y agregados. Fornidos de Fermoselle y agregado
03/05/1956	gazeta	BOE-A-1956-6542	VERIFICADO	frase completa en el texto	14	Dirección General de Sanidad.- Convocando oposición libre para proveer en propiedad plazas de la plantilla del Cuerpo de Practicantes titulares.	. Vizcaya Ermua. Carranza. Zamora. A ifaraz de Sayago y agregados, Alcaniees y agregados. A lcubilla de Nogales. Arravalde. C am arzana de T era y agregados. Castrogonzalo y agregado. Castronuevo y agregado. Cobreros y agregados. C olinas de Trasm onte y agregados. Cooinonte y agregado. Coreses. Espadanedo y agregados. Faram ontanos de T ab ara y agregado. Fariza. Ferrerueia de T ab ara y agregado. - Ferreras de Abajo. Flguerueia de Arriba y agregados. Fornidos de Fermoselle y
29/07/1956	gazeta	BOE-A-1956-10762	VERIFICADO	frase completa en el texto	2	Dirección General de Propiedades y Contribucion Territorial.- Transcribiendo relación por provincias de los términos municipales en que se han aprobado los trabajos de formación del nuevo Catastro de la Riqueza Rústica, que se hace pública en cumplimiento de lo dispuesto en el artículo 68 del Reglamento de 23 de octubre de 1913.	Berriatua. Cortezubi. Ea. Ereno, Forua, Fruniz, Guizaburuaga. Ibarran- guelua. Ispaster Lequeitio. M e n d e j a, M o r g a. Mundaca, Murueta, Navamiz, Ondarroa, Pedernales. Z am ora Ayoo de Vidriales, Calzadilla de Tera, Cional, Colinas de Trasmonte. Micereces de Tera. Mombuey. Otero de Sanabria, Pobladura del Valle. Pueola de Sanabna, Quiruelas de Vidriales. Roelos, uosmos de la Requeja. San Cristobal de Entrevi- nas. Santa Colomba de Carabias. Santa Cristina de la Polvoros
26/12/1956	gazeta	BOE-A-1956-17896	VERIFICADO_OCR	frase presente, OCR degradado	7	Dirección General de Administración Local.- Convocando concurso para proveer en propiedad plazas vacantes de Secretarios de Administración Local de tercera categoría.	..... 12.500 P eq u e...................... 12.500 Porto .. ... ... ................................ 12.500 , Puebla de Sanabria .................. 13.750 ! Quintanilla del Monte................. 12.500 j Quinielas de Vidriales y Colinas | de Trasmonte................................ 15.000 i Roelos y Carbellino ... *........... 13.759 v Rosinos de la R equejada.............. 15.000 San Esteban del M o la r 12.500 San JUsto .......................................
04/05/1957	gazeta	BOE-B-1957-5996	VERIFICADO	frase completa en el texto	3	Servicio Nacional del Trigo de León, Lugo, Pontevedra, Vigo, Zamora y Zaragoza.	zo de 1957.—El Jefe provincial (ilegible). 2.437. Peticionario: Don Leoncio Canibano Rabanillo. Objeto de la peticion: Instalar un mo­ lino maquilero de piensos. 3006 4 mayo 1957 B. O. del E.—Num. 120 Localidad del emplazamiento: Colinas de Trasmonte. • Capital: 59.500 pesetas. La maquinaria es de produccion na­ cional. Se hace publica esta peticion para que los industriales que se consideren afecta­ dos por la misma puedan presentar ante esta Jefatura los escritos que estime
20/05/1957	gazeta	BOE-B-1957-6652	VERIFICADO	frase completa en el texto	2	Servicio Nacional del Trigo de Madrid, Alicante, Avila, Toledo, Valencia y Zamora.	e 1957.—El Jefe provincial (ilegible). 3.470. ZAMORA C a m b io de p r o p ie t a r io Peticionario: Don Aureliano Ramos Ra­ mos. Objeto de la peticion: Se inscriba a su nombre molino maquilero mixto. Localidad del emplazamiento: Colinas de Trasmonte. Capital: 300.000 pesetas. La maquinaria es de produccion nacio­ nal. Se iiace publica esta peticion para que los industriales que se consideren afec­ tados por la misma puedan presentar an­ te esta Jefatura los escritos que esti
07/08/1957	gazeta	BOE-B-1957-10474	NO_VERIFICADO	no aparece la palabra Colinas en el texto	5	Nombramientos.- Resolución en el concurso convocado para proveer en propiedad plazas vacantes de Secretarios de Administración Local de tercera categoría, y designando definitivamente a los señores que se relacionan para las plazas que se indican.	
27/09/1957	gazeta	BOE-B-1957-12848	VERIFICADO	frase completa en el texto	8	Farmacéuticos Titulares (Inspectores Farmacéuticos Municipales).- Resolución por la que se convoca concurso de prelación o de antigüedad para la provisión en propiedad de plazas vacantes.	: Anna. Beniopa. Picana. Valladolid: Castronuno. Cogeces del Monte. Matapozuelos. Mojados. Pedraja del Portillo (La). Pesquera de Duero. , Portillo. Rueda. Villavicencio de los Caballeros* Vizcaya: Ceanuri. _ Zamora: Castronuevo. Colinas de Trasmonte. Fuentes de Ropel. Manganeses de la Polvorosa. Morales de Toro. Penausande. Pereruela. Requejo. « Villarin de Campos. Zaragoza: Aguaron. Alfajarin. Longares. Mainar. Murillo de Gallego. < Sos del Rey Catolico. Torres de Berrellen
13/03/1958	gazeta	BOE-B-1958-4286	VERIFICADO	frase completa en el texto	10	Nombramientos.- Orden de 20 de febrero de 1958 por la que se aprueba el concurso de antigüedad entre Farmacéuticos titulares (Inspectores Farmacéuticos Municipales), convocado por Orden de 27 de mayo de 1957.	del Campo. Villarroya de los Pinares Toledo: Alameda de la Sagra. Cedillo del Condado y Gerin- dote. Valladoiid’ Cogeces del Monte, Matapozuelos. Mojados. Pe- draja del Portillo (La) y Pesquera de Duero. Vizcaya: Ceanuri. Zamora: Colinas de Trasmonte, Puentes de Ropel, Manga- neses de la Polvorosa, Penausende, Pereruela. Requejo y Vlllarin de Campos. Zaragoza: Longares. Mainar, Murillo de Gallego, Villafeliche y Villanueva de Huerva. Cuarta categoria Alava: Arceniega, Pobes y
28/04/1958	gazeta	BOE-B-1958-6846	VERIFICADO	frase completa en el texto	79	Transportes por carretera.-Resoluciones por las que se adjudica definitivamente el servicio público regular de transporte de viajeros entre las localidades que se citan.	Sog Santibanez de Vidriales, San Pedro de la Vina y Carracedc El de la hijuela entre Mombuey y Benavente, de 57 kilo­ metros de longitud, pasara por Rionegro del Puente Junquera, Vega de Tera. Santa Marta de Tera, Sitrana de Tera Colinas de Trasm onte y Santa Cristina de Polvorosa Ek de la hijuela entre Zamora y Villardeciervos de 96 ki­ lometros de longitud pasara por Muelas del Pan, Roe ¿bayo. Cerezal, Juan de Rebollar. Mahide San Pedro de las Herrerias v Bayo El de m hijuel
13/06/1958	gazeta	BOE-A-1958-9342	VERIFICADO_OCR	frase presente, OCR degradado	19	Orden de 27 de mayo de 1958 por la que se fija la superficie de la unidad mínima de cultivo para cada uno de los términos municipales de las distintas provincias españolas.	os de la Polvorosa, ArrabiUde. Ayoo de Vidriales, Barcial dei Barco, Be­ navente. Ecrcianos de Vidriales, Breto, Bretocino, Brime de Sog, Enme de Urs. Buigumes de Valverde, Calzadilla de Tera, Ca­ ma r/ano de Tera. Castrogonzalo, Colinas del Trasmonte, Coo- monte. Cunqueilla de Vidriales, Fresno de la Polvorosa. Friera de Valverde. Fuente Encalada. Fuentes de Ropel, Granucillo,, Mair de Castroponce, Manganeses de la Polvorosa, Matilla de Arzon, Melgar de Tera. Mi
21/08/1958	gazeta	BOE-B-1958-12943	VERIFICADO	frase completa en el texto	10	Matronas titulares.-Resolución por la que se convoca concurso para la provisión de destinos en propiedad de plazas vacantes en el Cuerpo. (Continuación.).	egadas, distri to unico Carbajales de Alba y agregados, distrito unico) Castrogonzaio y agregado.' distrito unico Castronuevo y agregado, distrito unico - Ca^troverde de Campos, distrito unico Cubreros y agregados/distrito unico. Colinas de Trasmonte y agregados, distri­ to unico Coomonte y agregado, distrito unico Cor eses, distrito unico. Espadanedo y agregados, distrito unico. Faramontanos de Tabara y agregado, dis­ trito unico. Fariza y agregados, distrito unico. Ferreras
28/05/1959	gazeta	BOE-A-1959-7416	VERIFICADO	frase completa en el texto	15	Resolución de la Dirección General de Sanidad por la que se convoca concurso para la provisión de plazas de Practicantes titulares.	alpando. Tercera categoria. Alcanlces. Alcubilla dp Nogales. Alfaraz de Sayago y agregados. Arcos de la Polvorosa y agregados. Arrabalde. Camarzana de Tera y agregados. Castrogonzalo y agregado. Castronuevo. Cobreros y agregados. Colinas de Trasmonte y agregados. Coreses. Espadanedo y agregados. Faramontanos de Tabara y agregado. Fariza y agregados. Ferreras de Abajo. Figueruela de Arriba y agregados. Fonfria y agregados. Fornillos de Fermoselle y agregados. Fresno de Sayago
22/07/1959	gazeta	BOE-A-1959-9954	VERIFICADO	frase completa en el texto	4	Orden de 7 de julio de 1959 por la que se crean definitivamente Escuelas Nacionales de Enseñanza Primaria en las localidades que se detallan.	s en el barrio de «Aranguren», del Ayuntamiento de Zalla. Zamora Una Escuela mixta, servida por Maestra, en Viliaflor - del Ayuntamiento de Ceezal de Aliste. Una Escuela mixta, servida por Maestra, en el casco del Ayuntamiento de Colinas de Trasmonte. Una unitaria de ninos en el casco del Ayuntamiento de Lo- sacio de Alba. Una Escuela de parvulos en el casco del Ayuntamiento de Villarrin de Campos. Zaragoza Una unitaria de ninos y una de ninas en el casco del Ayun- 'tamiento
27/10/1970	boe	BOE-A-1970-50433	VERIFICADO_OCR	Colinas + (Zamora) en la misma linea	1	Decreto 3119/1970, de 8 de octubre, por el que se declara de utilidad pública y de urgente ejecución la concentración parcelaria de la zona de Colinas de Trasmonte (Zamora).	se, declara. deutuidad·publica.·Y de urgente eieeu- Clon la concentracion . parcelaria de la zona de Calinas (le· Trasttl-onte·'(Zamora). Los acusados' caracteres de gravedad q~e ofrece la,dispersion parcelarill.<le .1'1. zona de Colinas ,de"Tras.rnonte (Zamora), pues- tos de rrpmtfies~'p<>rlos agriculto,~'delamisma en solicitud de con~ntr,acion dirigida; alMini~tfii<JdeAgricultura,.han mo- tivooo la, reaHzaci,O,n: por el aervu:uo:NacioJ::u\;1 ,~Concentr-aci6n Pa
10/06/1971	boe	BOE-A-1971-40309	VERIFICADO	leido a mano: la relacion de titulares va bajo "Termino municipal de Colinas"	2	Resolución por la que se fija fecha para proceder al levantamiento de actas previas a la ocupación de las fincas afectadas por las obras de ensanche, mejora y acondicionamiento de firme de la carretera C-620, entre los puntos kilométricos 1,500 al 20,000, de Benavente a Sitrama de Tera, término municipal de Colinas de Trasmonte (Zamora).	aci{'n de las /inc(ts ajectadas por las ob,'as ele L'n~ sand!e mejOra ?I acondicionamiento de firme de ia ,;arretera C-620 entre los puntos killmujlricos 1,5U!! al 20,000 de Benarcnte a Sit.rama de Tf.nt. TamiJlO 1!Illnir;fpat de Colinas de Trasmun!c IZa~ ,'/1010). i\;)'-,<)'(',) de acuerdu con tI articulo 52 de la 'i.'igenll' L:'ion POl'zo';J, (jur f'l pro:~{'.mo via 25 de junio. v en LI AyuDhlmic:to de Colinas de T'ra:cmonte. :.mtnmi,'ntc -ckJ acta plp.'li.'1 a ||| rcnte a Sit.rama de Tf.nt. TamiJlO 1!Illnir;fpat de Colinas de Trasmun!c IZa~ ,'/1010). i\;)'-,<)'(',) de acuerdu con tI articulo 52 de la 'i.'igenll' L:'ion POl'zo';J, (jur f'l pro:~{'.mo via 25 de junio. v en LI AyuDhlmic:to de Colinas de T'ra:cmonte. :.mtnmi,'ntc -ckJ acta plp.'li.'1 a la {)f'upal"iul1 {je ""u'!>"( ~lf{'ctados por ,,-l expedientp <JI.' rerel'end¡¡ ;::igtlIentf':' tituh:'cs: DE I',s bj:'lj('~'; pt'lt(':w' _ TImo. Sr.: La Orden mmisterial de 23 ||| Canal Cereal 3.- [),2"G5 :Guadauo Pradera U.- 00115 :Gua'c!afJo \)211f);¡ G1Jar:biio Pradcm U.- 0:S19 Canal Cereal 3.- ¡.',inO ----- -" .._--- Supt'rf1<:le a expru¡:naI (Ha.} '·'1 . . d:-~i--~'~m~;l-~; ¡- :1 Termino municipal de Colinas Elias Alvarez Femundez. Juan Alvare7. Jafiez .. ". _._ Agustin Anton Moreno . Celestina Arce Esteb.:'lll .. Isidoro Bermejo Esteban Juan Miguel Bermejo E'·<tt'ban Arglmiro Bermejo Pernla Eugenio B!anco Gonzalez Ja-einto Cabreros
